InvoiceID,RentTime,TotalPrice,PaymentMethod,CreateTime,Status,BookingID,DiscountID,CourtID,CID
INV00569,2024-09-25 08:28:35,553574,Tiền mặt,2024-09-25 08:28:35,Hủy,BKG01194,DSC011,CRT0047,EMP0057
INV00570,2024-08-04 20:23:09,2344976,Thẻ,2024-08-04 20:23:09,Chưa thanh toán,BKG00090,DSC018,CRT0050,EMP0108
INV00571,2024-06-22 18:25:03,1366850,Ví điện tử,2024-06-22 18:25:03,Hủy,BKG00245,DSC036,CRT0052,EMP0018
INV00572,2024-02-12 16:57:15,2144863,Tiền mặt,2024-02-12 16:57:15,Hủy,BKG00512,DSC049,CRT0001,EMP0094
INV00573,2024-11-26 18:12:28,175989,Tiền mặt,2024-11-26 18:12:28,Đã thanh toán,BKG01055,DSC021,CRT0035,EMP0104
INV00574,2024-11-27 04:20:01,2844687,Thẻ,2024-11-27 04:20:01,Chưa thanh toán,BKG00086,DSC033,CRT0035,EMP0016
INV00575,2024-03-15 19:04:15,1008613,Tiền mặt,2024-03-15 19:04:15,Hủy,BKG00052,DSC019,CRT0022,EMP0005
INV00576,2024-10-07 06:50:56,302268,Thẻ,2024-10-07 06:50:56,Hủy,BKG00772,DSC022,CRT0046,EMP0029
INV00577,2024-07-20 06:05:50,2856879,Tiền mặt,2024-07-20 06:05:50,Chưa thanh toán,BKG00078,DSC028,CRT0041,EMP0024
INV00578,2024-01-27 14:20:49,507742,Ví điện tử,2024-01-27 14:20:49,Chưa thanh toán,BKG00850,DSC027,CRT0037,EMP0039
INV00579,2024-12-11 12:40:57,675025,Thẻ,2024-12-11 12:40:57,Đã thanh toán,BKG00154,DSC041,CRT0011,EMP0117
INV00580,2024-06-22 23:49:20,1870102,Tiền mặt,2024-06-22 23:49:20,Chưa thanh toán,BKG00529,DSC050,CRT0010,EMP0065
INV00581,2024-10-01 01:09:36,2974867,Chuyển khoản,2024-10-01 01:09:36,Đã thanh toán,BKG00711,DSC047,CRT0037,EMP0068
INV00582,2024-10-28 21:12:02,765605,Thẻ,2024-10-28 21:12:02,Hủy,BKG00937,DSC004,CRT0053,EMP0104
INV00583,2024-07-16 18:32:16,2448808,Thẻ,2024-07-16 18:32:16,Hủy,BKG00540,,CRT0038,EMP0116
INV00584,2024-01-30 01:40:05,822104,Chuyển khoản,2024-01-30 01:40:05,Chưa thanh toán,BKG00010,DSC025,CRT0056,EMP0075
INV00585,2024-04-05 00:41:22,1039909,Thẻ,2024-04-05 00:41:22,Đã thanh toán,BKG00532,DSC006,CRT0048,EMP0056
INV00586,2024-09-23 17:53:30,1584580,Ví điện tử,2024-09-23 17:53:30,Đã thanh toán,BKG00246,DSC032,CRT0049,EMP0054
INV00587,2024-07-09 16:09:34,2248703,Thẻ,2024-07-09 16:09:34,Hủy,BKG00198,DSC041,CRT0014,EMP0003
INV00588,2024-08-30 04:34:31,1548559,Ví điện tử,2024-08-30 04:34:31,Đã thanh toán,BKG00621,DSC004,CRT0016,EMP0119
INV00589,2024-09-09 03:24:16,521221,Ví điện tử,2024-09-09 03:24:16,Chưa thanh toán,BKG00555,DSC026,CRT0023,EMP0006
INV00590,2024-12-06 01:32:21,2463653,Chuyển khoản,2024-12-06 01:32:21,Chưa thanh toán,BKG00390,DSC021,CRT0051,EMP0114
INV00591,2024-11-24 22:47:50,1048373,Ví điện tử,2024-11-24 22:47:50,Đã thanh toán,BKG00967,DSC002,CRT0010,EMP0035
INV00592,2024-04-08 21:43:32,494370,Chuyển khoản,2024-04-08 21:43:32,Hủy,BKG00847,DSC012,CRT0007,EMP0115
INV00593,2024-12-02 11:29:57,2484505,Thẻ,2024-12-02 11:29:57,Hủy,BKG00744,DSC024,CRT0032,EMP0033
INV00594,2024-06-03 03:00:38,597318,Chuyển khoản,2024-06-03 03:00:38,Hủy,BKG00028,DSC033,CRT0045,EMP0042
INV00595,2024-04-05 07:17:43,1409847,Thẻ,2024-04-05 07:17:43,Hủy,BKG01062,DSC003,CRT0015,EMP0048
INV00596,2024-11-12 17:44:48,1271274,Thẻ,2024-11-12 17:44:48,Hủy,BKG00971,DSC010,CRT0033,EMP0068
INV00597,2024-07-30 22:31:55,2238869,Ví điện tử,2024-07-30 22:31:55,Đã thanh toán,BKG00353,DSC008,CRT0001,EMP0056
INV00598,2024-05-27 22:09:23,2672050,Ví điện tử,2024-05-27 22:09:23,Chưa thanh toán,BKG00365,DSC013,CRT0024,EMP0086
INV00599,2024-06-27 01:22:49,1927001,Ví điện tử,2024-06-27 01:22:49,Hủy,BKG00335,DSC045,CRT0009,EMP0031
INV00600,2024-04-01 15:16:21,447739,Thẻ,2024-04-01 15:16:21,Chưa thanh toán,BKG00963,DSC012,CRT0022,EMP0030
INV00601,2024-07-25 18:32:42,963440,Ví điện tử,2024-07-25 18:32:42,Hủy,BKG00706,DSC040,CRT0022,EMP0082
INV00602,2024-11-14 22:03:16,237221,Tiền mặt,2024-11-14 22:03:16,Chưa thanh toán,BKG00275,DSC011,CRT0058,EMP0066
INV00603,2024-11-30 08:06:38,2005683,Ví điện tử,2024-11-30 08:06:38,Chưa thanh toán,BKG00166,DSC032,CRT0044,EMP0004
INV00604,2024-08-07 01:07:32,1342355,Ví điện tử,2024-08-07 01:07:32,Hủy,BKG00037,DSC024,CRT0009,EMP0096
INV00605,2024-10-21 12:48:17,2496591,Thẻ,2024-10-21 12:48:17,Hủy,BKG00548,DSC019,CRT0030,EMP0029
INV00606,2024-03-23 22:24:11,1264225,Tiền mặt,2024-03-23 22:24:11,Chưa thanh toán,BKG00578,DSC007,CRT0045,EMP0032
INV00607,2024-10-15 13:06:52,1010006,Tiền mặt,2024-10-15 13:06:52,Hủy,BKG00489,DSC012,CRT0048,EMP0090
INV00608,2024-06-16 10:55:22,2880738,Tiền mặt,2024-06-16 10:55:22,Đã thanh toán,BKG00875,DSC048,CRT0030,EMP0110
INV00609,2024-06-12 21:35:35,2783226,Chuyển khoản,2024-06-12 21:35:35,Chưa thanh toán,BKG00527,DSC032,CRT0031,EMP0062
INV00610,2024-10-03 16:19:58,509334,Chuyển khoản,2024-10-03 16:19:58,Hủy,BKG00126,DSC006,CRT0019,EMP0001
INV00611,2024-04-07 05:10:39,1135572,Chuyển khoản,2024-04-07 05:10:39,Đã thanh toán,BKG00960,DSC048,CRT0055,EMP0072
INV00612,2024-01-07 22:18:54,456234,Ví điện tử,2024-01-07 22:18:54,Hủy,BKG01119,DSC042,CRT0029,EMP0061
INV00613,2024-10-19 09:51:50,1550358,Thẻ,2024-10-19 09:51:50,Chưa thanh toán,BKG00455,DSC042,CRT0013,EMP0111
INV00614,2024-02-21 17:59:04,1461061,Chuyển khoản,2024-02-21 17:59:04,Đã thanh toán,BKG00463,DSC014,CRT0040,EMP0017
INV00615,2024-02-19 18:25:57,1610299,Chuyển khoản,2024-02-19 18:25:57,Đã thanh toán,BKG01009,DSC049,CRT0031,EMP0058
INV00616,2024-06-26 03:58:41,1158030,Tiền mặt,2024-06-26 03:58:41,Chưa thanh toán,BKG00914,DSC024,CRT0044,EMP0044
INV00617,2024-02-11 10:03:24,2861401,Chuyển khoản,2024-02-11 10:03:24,Chưa thanh toán,BKG01077,DSC034,CRT0057,EMP0045
INV00618,2024-02-08 18:16:24,1282685,Chuyển khoản,2024-02-08 18:16:24,Hủy,BKG00633,DSC034,CRT0028,EMP0005
INV00619,2024-05-26 23:31:10,895258,Ví điện tử,2024-05-26 23:31:10,Hủy,BKG00472,DSC034,CRT0038,EMP0106
INV00620,2024-10-24 10:21:11,2340724,Thẻ,2024-10-24 10:21:11,Chưa thanh toán,BKG01111,DSC032,CRT0054,EMP0065
INV00621,2024-11-11 02:11:35,166330,Chuyển khoản,2024-11-11 02:11:35,Đã thanh toán,BKG00585,DSC049,CRT0030,EMP0043
INV00622,2024-09-14 15:12:50,2209603,Ví điện tử,2024-09-14 15:12:50,Chưa thanh toán,BKG00638,,CRT0029,EMP0097
INV00623,2024-12-07 22:28:55,1707755,Chuyển khoản,2024-12-07 22:28:55,Hủy,BKG00501,DSC037,CRT0044,EMP0076
INV00624,2024-05-12 04:08:01,1112282,Thẻ,2024-05-12 04:08:01,Đã thanh toán,BKG00112,DSC009,CRT0010,EMP0120
INV00625,2024-06-07 04:19:58,440635,Ví điện tử,2024-06-07 04:19:58,Hủy,BKG00972,DSC027,CRT0038,EMP0038
INV00626,2024-06-21 20:41:03,2804674,Tiền mặt,2024-06-21 20:41:03,Hủy,BKG01076,DSC029,CRT0043,EMP0102
INV00627,2024-10-22 19:41:30,2488684,Ví điện tử,2024-10-22 19:41:30,Hủy,BKG00890,DSC034,CRT0014,EMP0092
INV00628,2024-12-23 02:26:10,428953,Thẻ,2024-12-23 02:26:10,Hủy,BKG01176,DSC015,CRT0021,EMP0080
INV00629,2024-05-07 09:27:25,2556919,Thẻ,2024-05-07 09:27:25,Hủy,BKG00133,DSC009,CRT0008,EMP0092
INV00630,2024-06-19 04:34:36,825264,Tiền mặt,2024-06-19 04:34:36,Hủy,BKG00681,DSC015,CRT0041,EMP0007
INV00631,2024-04-19 01:06:06,2032006,Ví điện tử,2024-04-19 01:06:06,Chưa thanh toán,BKG01013,DSC014,CRT0032,EMP0074
INV00632,2024-06-04 17:51:19,2929828,Ví điện tử,2024-06-04 17:51:19,Đã thanh toán,BKG01035,DSC013,CRT0059,EMP0101
INV00633,2024-04-23 10:11:37,2460238,Tiền mặt,2024-04-23 10:11:37,Hủy,BKG01011,DSC040,CRT0044,EMP0060
INV00634,2024-07-04 21:43:17,2423456,Chuyển khoản,2024-07-04 21:43:17,Chưa thanh toán,BKG00315,DSC041,CRT0052,EMP0111
INV00635,2024-01-18 02:02:22,2407457,Tiền mặt,2024-01-18 02:02:22,Chưa thanh toán,BKG00253,DSC046,CRT0002,EMP0101
INV00636,2024-10-15 07:14:57,1171739,Ví điện tử,2024-10-15 07:14:57,Hủy,BKG01034,DSC012,CRT0053,EMP0053
INV00637,2024-01-23 09:53:03,1757221,Ví điện tử,2024-01-23 09:53:03,Đã thanh toán,BKG00655,DSC012,CRT0006,EMP0042
INV00638,2024-08-15 15:31:56,1526880,Tiền mặt,2024-08-15 15:31:56,Hủy,BKG00519,DSC007,CRT0056,EMP0075
INV00639,2024-09-28 13:48:24,1767397,Tiền mặt,2024-09-28 13:48:24,Hủy,BKG00202,DSC029,CRT0041,EMP0090
INV00640,2024-07-17 13:13:33,133229,Ví điện tử,2024-07-17 13:13:33,Chưa thanh toán,BKG00544,DSC001,CRT0041,EMP0046
INV00641,2024-04-15 23:35:11,756939,Thẻ,2024-04-15 23:35:11,Hủy,BKG00358,DSC043,CRT0031,EMP0110
INV00642,2024-09-25 20:22:18,2570926,Chuyển khoản,2024-09-25 20:22:18,Hủy,BKG00868,DSC026,CRT0023,EMP0091
INV00643,2024-04-25 12:04:17,2265411,Ví điện tử,2024-04-25 12:04:17,Chưa thanh toán,BKG00092,DSC013,CRT0023,EMP0015
INV00644,2024-08-15 16:55:59,2049296,Chuyển khoản,2024-08-15 16:55:59,Đã thanh toán,BKG00680,DSC010,CRT0005,EMP0024
INV00645,2024-03-20 21:00:05,1085726,Thẻ,2024-03-20 21:00:05,Hủy,BKG00476,DSC021,CRT0028,EMP0060
INV00646,2024-06-22 18:57:39,2951478,Thẻ,2024-06-22 18:57:39,Hủy,BKG01020,DSC031,CRT0029,EMP0028
INV00647,2024-11-01 15:31:20,645598,Ví điện tử,2024-11-01 15:31:20,Đã thanh toán,BKG00686,DSC025,CRT0035,EMP0110
INV00648,2024-01-19 16:12:51,967453,Ví điện tử,2024-01-19 16:12:51,Hủy,BKG00143,DSC043,CRT0001,EMP0039
INV00649,2024-02-05 18:54:10,1176932,Tiền mặt,2024-02-05 18:54:10,Hủy,BKG00964,DSC001,CRT0059,EMP0062
INV00650,2024-12-13 18:05:40,2976131,Tiền mặt,2024-12-13 18:05:40,Đã thanh toán,BKG00374,DSC041,CRT0056,EMP0066
INV00651,2024-02-03 03:25:03,2869758,Thẻ,2024-02-03 03:25:03,Đã thanh toán,BKG00073,DSC037,CRT0031,EMP0108
INV00652,2024-06-01 15:21:57,1829321,Thẻ,2024-06-01 15:21:57,Đã thanh toán,BKG01019,DSC039,CRT0054,EMP0086
INV00653,2024-02-28 20:39:01,477916,Chuyển khoản,2024-02-28 20:39:01,Đã thanh toán,BKG00246,DSC030,CRT0049,EMP0120
INV00654,2024-10-25 06:42:44,1065794,Chuyển khoản,2024-10-25 06:42:44,Hủy,BKG00799,DSC024,CRT0028,EMP0065
INV00655,2024-01-20 13:55:43,1014458,Ví điện tử,2024-01-20 13:55:43,Hủy,BKG00714,DSC010,CRT0049,EMP0026
INV00656,2024-05-24 08:38:02,705690,Ví điện tử,2024-05-24 08:38:02,Đã thanh toán,BKG00668,DSC024,CRT0035,EMP0058
INV00657,2024-03-21 08:15:50,1442915,Tiền mặt,2024-03-21 08:15:50,Hủy,BKG00022,DSC047,CRT0031,EMP0072
INV00658,2024-01-22 12:14:44,2873216,Chuyển khoản,2024-01-22 12:14:44,Hủy,BKG00361,DSC032,CRT0034,EMP0089
INV00659,2024-08-19 05:24:36,1347951,Ví điện tử,2024-08-19 05:24:36,Hủy,BKG00791,DSC030,CRT0018,EMP0093
INV00660,2024-09-20 11:24:57,401890,Chuyển khoản,2024-09-20 11:24:57,Hủy,BKG00776,DSC012,CRT0006,EMP0034
INV00661,2024-06-06 05:47:23,2910935,Ví điện tử,2024-06-06 05:47:23,Chưa thanh toán,BKG00220,DSC016,CRT0050,EMP0074
INV00662,2024-11-30 05:40:58,1951354,Thẻ,2024-11-30 05:40:58,Chưa thanh toán,BKG00808,DSC022,CRT0045,EMP0039
INV00663,2024-08-13 06:52:15,260431,Thẻ,2024-08-13 06:52:15,Đã thanh toán,BKG00653,DSC038,CRT0005,EMP0081
INV00664,2024-12-11 03:02:31,1781489,Ví điện tử,2024-12-11 03:02:31,Chưa thanh toán,BKG00034,DSC014,CRT0004,EMP0084
INV00665,2024-05-31 11:42:02,708564,Thẻ,2024-05-31 11:42:02,Hủy,BKG00242,DSC046,CRT0051,EMP0007
INV00666,2024-01-30 23:44:49,1730916,Ví điện tử,2024-01-30 23:44:49,Hủy,BKG00116,DSC017,CRT0029,EMP0066
INV00667,2024-11-10 12:01:29,2817801,Tiền mặt,2024-11-10 12:01:29,Chưa thanh toán,BKG00616,DSC004,CRT0054,EMP0117
INV00668,2024-03-20 09:54:27,2843225,Ví điện tử,2024-03-20 09:54:27,Hủy,BKG00401,DSC024,CRT0056,EMP0120
INV00669,2024-09-02 08:43:42,2913645,Thẻ,2024-09-02 08:43:42,Chưa thanh toán,BKG00505,DSC041,CRT0039,EMP0054
INV00670,2024-07-06 11:22:33,2736575,Ví điện tử,2024-07-06 11:22:33,Đã thanh toán,BKG00650,DSC011,CRT0038,EMP0096
INV00671,2024-06-27 23:04:07,2066345,Thẻ,2024-06-27 23:04:07,Hủy,BKG00126,DSC045,CRT0022,EMP0047
INV00672,2024-08-18 04:35:28,2552704,Chuyển khoản,2024-08-18 04:35:28,Hủy,BKG00076,DSC046,CRT0031,EMP0012
INV00673,2024-08-16 06:50:11,2638206,Chuyển khoản,2024-08-16 06:50:11,Đã thanh toán,BKG00197,DSC025,CRT0021,EMP0038
INV00674,2024-01-04 16:13:30,308146,Chuyển khoản,2024-01-04 16:13:30,Hủy,BKG00261,DSC043,CRT0037,EMP0032
INV00675,2024-11-16 13:03:08,539853,Chuyển khoản,2024-11-16 13:03:08,Đã thanh toán,BKG00264,DSC014,CRT0026,EMP0066
INV00676,2024-11-12 15:48:24,1198152,Chuyển khoản,2024-11-12 15:48:24,Đã thanh toán,BKG00041,DSC027,CRT0011,EMP0009
INV00677,2024-10-21 07:37:26,2385991,Ví điện tử,2024-10-21 07:37:26,Đã thanh toán,BKG00589,DSC035,CRT0005,EMP0047
INV00678,2024-02-02 11:08:01,667940,Chuyển khoản,2024-02-02 11:08:01,Hủy,BKG00139,DSC048,CRT0034,EMP0035
INV00679,2024-08-30 21:11:15,2810138,Thẻ,2024-08-30 21:11:15,Đã thanh toán,BKG00130,DSC024,CRT0047,EMP0076
INV00680,2024-10-19 09:25:38,456404,Thẻ,2024-10-19 09:25:38,Đã thanh toán,BKG00893,DSC031,CRT0043,EMP0117
INV00681,2024-08-04 16:42:14,2616726,Thẻ,2024-08-04 16:42:14,Đã thanh toán,BKG00318,DSC011,CRT0015,EMP0089
INV00682,2024-12-08 21:19:01,643775,Ví điện tử,2024-12-08 21:19:01,Hủy,BKG01120,DSC045,CRT0021,EMP0072
INV00683,2024-01-11 00:46:18,1933662,Chuyển khoản,2024-01-11 00:46:18,Chưa thanh toán,BKG00012,DSC013,CRT0051,EMP0086
INV00684,2024-07-31 09:49:53,843800,Thẻ,2024-07-31 09:49:53,Chưa thanh toán,BKG00457,DSC039,CRT0052,EMP0031
INV00685,2024-07-29 22:41:28,1940576,Chuyển khoản,2024-07-29 22:41:28,Đã thanh toán,BKG01020,DSC034,CRT0007,EMP0048
INV00686,2024-11-07 18:55:14,2610822,Chuyển khoản,2024-11-07 18:55:14,Đã thanh toán,BKG00840,DSC042,CRT0020,EMP0063
INV00687,2024-07-23 08:59:15,2885809,Thẻ,2024-07-23 08:59:15,Hủy,BKG01022,DSC020,CRT0018,EMP0053
INV00688,2024-05-19 18:50:55,1446198,Chuyển khoản,2024-05-19 18:50:55,Chưa thanh toán,BKG00932,DSC003,CRT0044,EMP0020
INV00689,2024-10-21 10:51:13,141136,Tiền mặt,2024-10-21 10:51:13,Hủy,BKG01128,DSC008,CRT0023,EMP0093
INV00690,2024-07-31 04:10:23,306014,Thẻ,2024-07-31 04:10:23,Đã thanh toán,BKG00984,DSC035,CRT0021,EMP0052
INV00691,2024-10-18 08:04:12,207213,Tiền mặt,2024-10-18 08:04:12,Đã thanh toán,BKG00694,DSC048,CRT0035,EMP0015
INV00692,2024-07-24 17:54:29,144197,Ví điện tử,2024-07-24 17:54:29,Đã thanh toán,BKG00004,DSC007,CRT0036,EMP0116
INV00693,2024-08-18 21:31:17,2162852,Tiền mặt,2024-08-18 21:31:17,Hủy,BKG00520,DSC017,CRT0032,EMP0056
INV00694,2024-03-23 09:20:19,1972910,Chuyển khoản,2024-03-23 09:20:19,Đã thanh toán,BKG01123,DSC035,CRT0028,EMP0049
INV00695,2024-11-01 04:14:32,2759188,Chuyển khoản,2024-11-01 04:14:32,Chưa thanh toán,BKG00796,DSC019,CRT0049,EMP0043
INV00696,2024-03-31 20:45:40,1359753,Ví điện tử,2024-03-31 20:45:40,Chưa thanh toán,BKG00907,DSC029,CRT0018,EMP0096
INV00697,2024-03-18 03:23:28,2111217,Ví điện tử,2024-03-18 03:23:28,Chưa thanh toán,BKG00303,DSC037,CRT0010,EMP0102
INV00698,2024-07-13 22:57:58,580010,Chuyển khoản,2024-07-13 22:57:58,Chưa thanh toán,BKG00153,DSC040,CRT0023,EMP0001
INV00699,2024-07-07 07:48:45,1317060,Ví điện tử,2024-07-07 07:48:45,Chưa thanh toán,BKG01126,DSC014,CRT0057,EMP0082
INV00700,2024-04-21 23:08:42,1413750,Thẻ,2024-04-21 23:08:42,Chưa thanh toán,BKG00662,DSC004,CRT0011,EMP0015
INV00701,2024-05-04 01:52:21,2756651,Ví điện tử,2024-05-04 01:52:21,Chưa thanh toán,BKG00518,DSC001,CRT0031,EMP0017
INV00702,2024-08-30 11:01:31,2105720,Tiền mặt,2024-08-30 11:01:31,Đã thanh toán,BKG01155,DSC042,CRT0028,EMP0021
INV00703,2024-05-18 00:35:39,2564146,Ví điện tử,2024-05-18 00:35:39,Chưa thanh toán,BKG00924,DSC032,CRT0016,EMP0053
INV00704,2024-08-10 04:44:06,2334025,Tiền mặt,2024-08-10 04:44:06,Đã thanh toán,BKG00650,DSC049,CRT0038,EMP0015
INV00705,2024-10-18 19:19:49,1350065,Thẻ,2024-10-18 19:19:49,Chưa thanh toán,BKG00475,DSC032,CRT0025,EMP0056
INV00706,2024-08-26 10:52:21,1950612,Ví điện tử,2024-08-26 10:52:21,Đã thanh toán,BKG01083,DSC042,CRT0034,EMP0045
INV00707,2024-07-15 11:56:13,2598113,Thẻ,2024-07-15 11:56:13,Đã thanh toán,BKG00710,DSC044,CRT0058,EMP0084
INV00708,2024-02-15 05:33:53,1126515,Thẻ,2024-02-15 05:33:53,Hủy,BKG01097,DSC008,CRT0017,EMP0034
INV00709,2024-08-21 09:02:39,1737049,Thẻ,2024-08-21 09:02:39,Chưa thanh toán,BKG00892,DSC005,CRT0016,EMP0109
INV00710,2024-05-11 15:13:09,2108618,Thẻ,2024-05-11 15:13:09,Chưa thanh toán,BKG00978,DSC017,CRT0031,EMP0062
INV00711,2024-06-19 07:56:19,2785235,Thẻ,2024-06-19 07:56:19,Hủy,BKG00163,DSC011,CRT0010,EMP0029
INV00712,2024-06-25 17:51:34,1963846,Tiền mặt,2024-06-25 17:51:34,Hủy,BKG00786,DSC024,CRT0058,EMP0105
INV00713,2024-02-01 14:32:55,2399672,Ví điện tử,2024-02-01 14:32:55,Đã thanh toán,BKG01153,DSC049,CRT0054,EMP0067
INV00714,2024-05-24 23:31:39,2166853,Chuyển khoản,2024-05-24 23:31:39,Hủy,BKG01102,DSC038,CRT0055,EMP0029
INV00715,2024-03-13 18:41:10,2594137,Thẻ,2024-03-13 18:41:10,Hủy,BKG00059,DSC003,CRT0059,EMP0008
INV00716,2024-01-05 18:36:01,1440873,Ví điện tử,2024-01-05 18:36:01,Chưa thanh toán,BKG00719,DSC019,CRT0048,EMP0015
INV00717,2024-05-27 11:50:37,1450920,Thẻ,2024-05-27 11:50:37,Hủy,BKG00747,DSC036,CRT0019,EMP0005
INV00718,2024-08-08 07:23:12,381677,Chuyển khoản,2024-08-08 07:23:12,Đã thanh toán,BKG00459,DSC037,CRT0018,EMP0039
INV00719,2024-06-07 17:49:26,627161,Chuyển khoản,2024-06-07 17:49:26,Hủy,BKG00962,DSC043,CRT0007,EMP0018
INV00720,2024-03-31 23:46:07,1135837,Chuyển khoản,2024-03-31 23:46:07,Đã thanh toán,BKG00833,DSC004,CRT0022,EMP0031
INV00721,2024-12-06 16:51:36,916836,Thẻ,2024-12-06 16:51:36,Hủy,BKG00755,DSC046,CRT0040,EMP0061
INV00722,2024-09-17 09:56:34,2372063,Chuyển khoản,2024-09-17 09:56:34,Hủy,BKG01169,DSC002,CRT0026,EMP0104
INV00723,2024-03-13 04:45:19,603476,Ví điện tử,2024-03-13 04:45:19,Hủy,BKG00827,DSC039,CRT0059,EMP0001
INV00724,2024-07-08 19:54:26,2739080,Chuyển khoản,2024-07-08 19:54:26,Hủy,BKG00964,DSC021,CRT0033,EMP0084
INV00725,2024-11-01 13:13:08,2096877,Chuyển khoản,2024-11-01 13:13:08,Chưa thanh toán,BKG00953,DSC013,CRT0055,EMP0055
INV00726,2024-08-16 08:27:39,2066553,Chuyển khoản,2024-08-16 08:27:39,Đã thanh toán,BKG00450,DSC030,CRT0038,EMP0083
INV00727,2024-11-24 09:02:17,1714054,Ví điện tử,2024-11-24 09:02:17,Hủy,BKG00056,DSC027,CRT0037,EMP0064
INV00728,2024-11-10 17:36:07,1466937,Tiền mặt,2024-11-10 17:36:07,Hủy,BKG00023,DSC022,CRT0051,EMP0113
INV00729,2024-09-06 13:20:18,1326147,Ví điện tử,2024-09-06 13:20:18,Hủy,BKG00746,DSC018,CRT0043,EMP0006
INV00730,2024-02-24 13:31:11,2619104,Tiền mặt,2024-02-24 13:31:11,Hủy,BKG00322,DSC026,CRT0040,EMP0115
INV00731,2024-02-01 17:24:19,172216,Chuyển khoản,2024-02-01 17:24:19,Đã thanh toán,BKG00474,DSC029,CRT0046,EMP0024
INV00732,2024-05-18 03:17:36,719567,Thẻ,2024-05-18 03:17:36,Đã thanh toán,BKG01059,DSC029,CRT0011,EMP0045
INV00733,2024-04-02 06:36:33,165849,Thẻ,2024-04-02 06:36:33,Đã thanh toán,BKG00624,DSC022,CRT0043,EMP0011
INV00734,2024-07-13 03:10:28,607791,Chuyển khoản,2024-07-13 03:10:28,Hủy,BKG00940,DSC005,CRT0029,EMP0041
INV00735,2024-08-02 01:02:57,1955145,Thẻ,2024-08-02 01:02:57,Hủy,BKG00570,DSC011,CRT0052,EMP0082
INV00736,2024-02-05 04:05:12,2575941,Tiền mặt,2024-02-05 04:05:12,Hủy,BKG01133,,CRT0030,EMP0086
INV00737,2024-09-17 16:33:45,2200567,Thẻ,2024-09-17 16:33:45,Chưa thanh toán,BKG00015,DSC020,CRT0032,EMP0043
INV00738,2024-09-25 05:37:41,2409469,Ví điện tử,2024-09-25 05:37:41,Đã thanh toán,BKG00747,DSC001,CRT0013,EMP0095
INV00739,2024-08-28 05:39:17,2728385,Chuyển khoản,2024-08-28 05:39:17,Hủy,BKG00291,DSC031,CRT0028,EMP0067
INV00740,2024-05-24 01:34:42,239405,Tiền mặt,2024-05-24 01:34:42,Đã thanh toán,BKG00929,DSC050,CRT0048,EMP0090
INV00741,2024-02-01 20:57:33,896422,Ví điện tử,2024-02-01 20:57:33,Chưa thanh toán,BKG00838,DSC003,CRT0039,EMP0054
INV00742,2024-01-26 04:13:14,638933,Chuyển khoản,2024-01-26 04:13:14,Hủy,BKG00219,DSC035,CRT0021,EMP0050
INV00743,2024-06-23 17:23:37,217833,Thẻ,2024-06-23 17:23:37,Chưa thanh toán,BKG00991,DSC012,CRT0056,EMP0067
INV00744,2024-06-23 16:23:54,2487239,Chuyển khoản,2024-06-23 16:23:54,Đã thanh toán,BKG00319,DSC036,CRT0008,EMP0037
INV00745,2024-02-02 19:19:40,1034049,Tiền mặt,2024-02-02 19:19:40,Đã thanh toán,BKG00212,DSC031,CRT0031,EMP0031
INV00746,2024-09-24 09:11:26,906212,Thẻ,2024-09-24 09:11:26,Hủy,BKG00073,DSC037,CRT0054,EMP0068
INV00747,2024-03-24 18:56:36,239834,Chuyển khoản,2024-03-24 18:56:36,Đã thanh toán,BKG01146,DSC027,CRT0017,EMP0088
INV00748,2024-10-29 06:52:32,2263801,Chuyển khoản,2024-10-29 06:52:32,Hủy,BKG00868,DSC008,CRT0029,EMP0021
INV00749,2024-06-02 06:33:06,1884956,Ví điện tử,2024-06-02 06:33:06,Đã thanh toán,BKG00848,DSC022,CRT0003,EMP0120
INV00750,2024-07-05 16:54:13,1657736,Chuyển khoản,2024-07-05 16:54:13,Hủy,BKG01156,DSC023,CRT0023,EMP0058
INV00751,2024-12-20 23:13:27,1472142,Thẻ,2024-12-20 23:13:27,Hủy,BKG00206,DSC019,CRT0052,EMP0001
INV00752,2024-10-21 01:45:10,2779338,Chuyển khoản,2024-10-21 01:45:10,Đã thanh toán,BKG00906,DSC043,CRT0031,EMP0116
INV00753,2024-01-05 15:16:23,1331716,Tiền mặt,2024-01-05 15:16:23,Chưa thanh toán,BKG00367,DSC003,CRT0022,EMP0089
INV00754,2024-08-31 23:05:12,2367354,Chuyển khoản,2024-08-31 23:05:12,Chưa thanh toán,BKG00667,DSC021,CRT0034,EMP0058
INV00755,2024-05-13 01:22:39,2131850,Ví điện tử,2024-05-13 01:22:39,Hủy,BKG00598,DSC033,CRT0049,EMP0047
INV00756,2024-02-27 20:35:00,294888,Tiền mặt,2024-02-27 20:35:00,Chưa thanh toán,BKG00044,DSC034,CRT0010,EMP0037
INV00757,2024-11-03 23:01:29,1300654,Ví điện tử,2024-11-03 23:01:29,Hủy,BKG00758,DSC006,CRT0004,EMP0102
INV00758,2024-12-29 15:07:47,1370769,Ví điện tử,2024-12-29 15:07:47,Chưa thanh toán,BKG00502,DSC038,CRT0008,EMP0052
INV00759,2024-07-22 02:41:05,2914868,Tiền mặt,2024-07-22 02:41:05,Chưa thanh toán,BKG00877,DSC008,CRT0050,EMP0088
