AttendanceID,EmployeeID,ScheduleID,CheckIn,CheckOut,Status
ATT00817,EMP0094,SCH0343,2024-09-01 17:53:00,2024-09-01 23:57:00,Đúng giờ
ATT00818,EMP0004,SCH0566,2024-01-19 06:43:00,2024-01-19 14:06:00,Trễ
ATT00819,EMP0093,SCH0371,2024-04-30 08:31:00,2024-04-30 17:30:00,Đúng giờ
ATT00820,EMP0071,SCH0216,2024-09-06 05:52:00,2024-09-06 13:51:00,Đúng giờ
ATT00821,EMP0034,SCH0124,2024-12-29 06:26:00,2024-12-29 12:27:00,Đúng giờ
ATT00822,EMP0115,SCH0102,2024-12-01 08:30:00,2024-12-01 17:34:00,Đúng giờ
ATT00823,EMP0122,SCH0207,2024-09-06 11:54:00,2024-09-06 18:17:00,Đúng giờ
ATT00824,EMP0033,SCH0197,2024-11-16 05:58:00,2024-11-16 12:20:00,Đúng giờ
ATT00825,EMP0089,SCH0375,2024-07-09 05:53:00,2024-07-09 12:12:00,Đúng giờ
ATT00826,EMP0018,SCH0495,2024-02-03 12:20:00,2024-02-03 18:25:00,Đúng giờ
ATT00827,EMP0071,SCH0133,2024-09-18 08:21:00,2024-09-18 17:29:00,Đúng giờ
ATT00828,EMP0049,SCH0408,2024-10-12 08:22:00,2024-10-12 16:55:00,Đúng giờ
ATT00829,EMP0113,SCH0522,2024-07-28 06:02:00,2024-07-28 14:10:00,Đúng giờ
ATT00830,EMP0070,SCH0212,2024-10-23 13:55:00,2024-10-23 22:51:00,Đúng giờ
ATT00831,EMP0056,SCH0010,2024-08-04 07:25:00,2024-08-04 14:47:00,Trễ
ATT00832,EMP0117,SCH0516,2024-06-06 18:28:00,2024-06-06 23:34:00,Đúng giờ
ATT00833,EMP0057,SCH0304,2024-07-24 18:23:00,2024-07-24 22:55:00,Đúng giờ
ATT00834,EMP0058,SCH0047,2024-02-03 06:29:00,2024-02-03 12:17:00,Đúng giờ
ATT00835,EMP0038,SCH0285,2024-12-15 12:30:00,2024-12-15 12:30:00,Vắng
ATT00836,EMP0070,SCH0053,2024-03-04 17:57:00,2024-03-04 23:28:00,Đúng giờ
ATT00837,EMP0137,SCH0119,2024-08-19 12:01:00,2024-08-19 18:55:00,Đúng giờ
ATT00838,EMP0095,SCH0333,2024-11-16 11:58:00,2024-11-16 17:53:00,Đúng giờ
ATT00839,EMP0105,SCH0302,2024-04-04 06:21:00,2024-04-04 14:25:00,Đúng giờ
ATT00840,EMP0003,SCH0365,2024-08-14 11:58:00,2024-08-14 17:56:00,Đúng giờ
ATT00841,EMP0066,SCH0017,2024-03-17 13:53:00,2024-03-17 22:29:00,Đúng giờ
ATT00842,EMP0098,SCH0264,2024-01-18 14:45:00,2024-01-18 22:23:00,Trễ
ATT00843,EMP0142,SCH0212,2024-10-23 14:19:00,2024-10-23 22:35:00,Trễ
ATT00844,EMP0069,SCH0209,2024-09-22 18:32:00,2024-09-22 23:24:00,Đúng giờ
ATT00845,EMP0115,SCH0238,2024-12-13 08:33:00,2024-12-13 17:38:00,Đúng giờ
ATT00846,EMP0038,SCH0491,2024-04-04 06:25:00,2024-04-04 14:44:00,Đúng giờ
ATT00847,EMP0048,SCH0181,2024-02-28 12:05:00,2024-02-28 18:26:00,Đúng giờ
ATT00848,EMP0073,SCH0022,2024-12-31 12:25:00,2024-12-31 18:40:00,Đúng giờ
ATT00849,EMP0049,SCH0072,2024-02-21 12:03:00,2024-02-21 18:30:00,Đúng giờ
ATT00850,EMP0117,SCH0413,2024-06-10 14:24:00,2024-06-10 22:15:00,Đúng giờ
ATT00851,EMP0026,SCH0387,2024-05-14 14:23:00,2024-05-14 22:15:00,Đúng giờ
ATT00852,EMP0012,SCH0136,2024-04-13 14:22:00,2024-04-13 22:02:00,Đúng giờ
ATT00853,EMP0037,SCH0014,2024-06-01 08:05:00,2024-06-01 17:21:00,Trễ
ATT00854,EMP0139,SCH0347,2024-03-24 08:40:00,2024-03-24 17:27:00,Trễ
ATT00855,EMP0036,SCH0492,2024-03-11 12:33:00,2024-03-11 17:55:00,Trễ
ATT00856,EMP0079,SCH0340,2024-05-13 12:27:00,2024-05-13 17:48:00,Đúng giờ
ATT00857,EMP0140,SCH0274,2024-09-14 18:23:00,2024-09-14 22:46:00,Đúng giờ
ATT00858,EMP0012,SCH0106,2024-01-02 18:23:00,2024-01-02 23:47:00,Đúng giờ
ATT00859,EMP0107,SCH0146,2024-12-28 17:57:00,2024-12-28 22:46:00,Đúng giờ
ATT00860,EMP0059,SCH0438,2024-03-08 18:01:00,2024-03-08 23:56:00,Đúng giờ
ATT00861,EMP0074,SCH0232,2024-11-01 14:00:00,2024-11-01 14:00:00,Vắng
ATT00862,EMP0099,SCH0116,2024-03-06 06:23:00,2024-03-06 12:29:00,Đúng giờ
ATT00863,EMP0027,SCH0289,2024-03-02 06:30:00,2024-03-02 11:52:00,Đúng giờ
ATT00864,EMP0093,SCH0087,2024-01-07 08:43:00,2024-01-07 17:24:00,Trễ
ATT00865,EMP0046,SCH0439,2024-10-19 07:55:00,2024-10-19 17:58:00,Đúng giờ
ATT00866,EMP0109,SCH0154,2024-12-15 19:18:00,2024-12-15 23:04:00,Trễ
ATT00867,EMP0074,SCH0357,2024-01-05 12:22:00,2024-01-05 18:16:00,Trễ
ATT00868,EMP0095,SCH0272,2024-07-25 14:50:00,2024-07-25 22:19:00,Trễ
ATT00869,EMP0001,SCH0153,2024-05-03 08:14:00,2024-05-03 17:05:00,Trễ
ATT00870,EMP0038,SCH0400,2024-04-16 08:35:00,2024-04-16 16:49:00,Đúng giờ
ATT00871,EMP0029,SCH0592,2024-07-26 07:58:00,2024-07-26 17:24:00,Đúng giờ
ATT00872,EMP0024,SCH0331,2024-12-01 06:30:00,2024-12-01 06:30:00,Vắng
ATT00873,EMP0047,SCH0395,2024-03-07 12:05:00,2024-03-07 18:12:00,Đúng giờ
ATT00874,EMP0124,SCH0424,2024-04-29 18:30:00,2024-04-29 22:53:00,Đúng giờ
ATT00875,EMP0063,SCH0393,2024-11-24 18:05:00,2024-11-24 23:19:00,Đúng giờ
ATT00876,EMP0137,SCH0505,2024-08-25 08:27:00,2024-08-25 17:09:00,Đúng giờ
ATT00877,EMP0022,SCH0595,2024-05-02 13:57:00,2024-05-02 22:29:00,Đúng giờ
ATT00878,EMP0023,SCH0241,2024-08-05 12:26:00,2024-08-05 18:16:00,Đúng giờ
ATT00879,EMP0093,SCH0572,2024-09-29 18:24:00,2024-09-29 22:52:00,Đúng giờ
ATT00880,EMP0016,SCH0358,2024-01-08 05:54:00,2024-01-08 14:33:00,Đúng giờ
ATT00881,EMP0118,SCH0148,2024-10-05 15:10:00,2024-10-05 22:11:00,Trễ
ATT00882,EMP0063,SCH0216,2024-09-06 06:08:00,2024-09-06 13:53:00,Trễ
ATT00883,EMP0031,SCH0147,2024-09-23 05:50:00,2024-09-23 12:59:00,Đúng giờ
ATT00884,EMP0109,SCH0381,2024-03-09 17:53:00,2024-03-09 23:57:00,Đúng giờ
ATT00885,EMP0149,SCH0076,2024-07-02 06:25:00,2024-07-02 13:46:00,Đúng giờ
ATT00886,EMP0038,SCH0375,2024-07-09 05:57:00,2024-07-09 11:49:00,Đúng giờ
ATT00887,EMP0004,SCH0583,2024-08-26 14:31:00,2024-08-26 21:54:00,Trễ
ATT00888,EMP0047,SCH0482,2024-02-04 13:59:00,2024-02-04 22:15:00,Đúng giờ
ATT00889,EMP0106,SCH0346,2024-10-14 06:20:00,2024-10-14 14:03:00,Đúng giờ
ATT00890,EMP0029,SCH0160,2024-04-17 07:51:00,2024-04-17 17:53:00,Đúng giờ
ATT00891,EMP0045,SCH0516,2024-06-06 18:32:00,2024-06-06 23:42:00,Đúng giờ
ATT00892,EMP0117,SCH0568,2024-06-19 05:58:00,2024-06-19 14:21:00,Đúng giờ
ATT00893,EMP0129,SCH0314,2024-07-03 18:33:00,2024-07-03 23:25:00,Đúng giờ
ATT00894,EMP0070,SCH0095,2024-09-16 12:24:00,2024-09-16 18:28:00,Đúng giờ
ATT00895,EMP0103,SCH0058,2024-12-25 11:55:00,2024-12-25 18:20:00,Đúng giờ
ATT00896,EMP0020,SCH0480,2024-06-07 08:02:00,2024-06-07 17:39:00,Đúng giờ
ATT00897,EMP0043,SCH0056,2024-12-19 07:16:00,2024-12-19 12:42:00,Trễ
ATT00898,EMP0050,SCH0277,2024-06-22 06:22:00,2024-06-22 14:08:00,Đúng giờ
ATT00899,EMP0086,SCH0029,2024-08-25 06:25:00,2024-08-25 12:19:00,Đúng giờ
ATT00900,EMP0028,SCH0067,2024-01-02 05:50:00,2024-01-02 12:04:00,Đúng giờ
ATT00901,EMP0049,SCH0565,2024-03-14 05:51:00,2024-03-14 12:00:00,Đúng giờ
ATT00902,EMP0069,SCH0088,2024-09-22 14:00:00,2024-09-22 14:00:00,Vắng
ATT00903,EMP0145,SCH0046,2024-02-22 06:35:00,2024-02-22 13:47:00,Đúng giờ
ATT00904,EMP0013,SCH0323,2024-12-29 18:29:00,2024-12-29 23:15:00,Đúng giờ
ATT00905,EMP0092,SCH0290,2024-10-04 06:30:00,2024-10-04 06:30:00,Vắng
ATT00906,EMP0129,SCH0200,2024-10-05 14:32:00,2024-10-05 22:07:00,Đúng giờ
ATT00907,EMP0034,SCH0100,2024-07-30 05:53:00,2024-07-30 12:17:00,Đúng giờ
ATT00908,EMP0039,SCH0025,2024-05-12 08:02:00,2024-05-12 17:45:00,Đúng giờ
ATT00909,EMP0010,SCH0298,2024-07-13 14:04:00,2024-07-13 22:20:00,Đúng giờ
ATT00910,EMP0024,SCH0238,2024-12-13 09:26:00,2024-12-13 17:58:00,Trễ
ATT00911,EMP0037,SCH0165,2024-10-21 12:30:00,2024-10-21 12:30:00,Vắng
ATT00912,EMP0129,SCH0529,2024-08-21 08:30:00,2024-08-21 08:30:00,Vắng
ATT00913,EMP0134,SCH0350,2024-11-28 08:24:00,2024-11-28 17:36:00,Đúng giờ
ATT00914,EMP0075,SCH0369,2024-05-09 06:33:00,2024-05-09 13:47:00,Đúng giờ
ATT00915,EMP0100,SCH0245,2024-07-11 07:52:00,2024-07-11 17:24:00,Đúng giờ
ATT00916,EMP0146,SCH0510,2024-12-20 07:50:00,2024-12-20 16:54:00,Đúng giờ
ATT00917,EMP0080,SCH0561,2024-07-10 06:56:00,2024-07-10 11:50:00,Trễ
ATT00918,EMP0128,SCH0097,2024-10-20 05:55:00,2024-10-20 14:33:00,Đúng giờ
ATT00919,EMP0042,SCH0070,2024-05-11 08:01:00,2024-05-11 17:37:00,Đúng giờ
ATT00920,EMP0023,SCH0073,2024-07-03 08:34:00,2024-07-03 17:31:00,Đúng giờ
ATT00921,EMP0122,SCH0263,2024-01-06 13:03:00,2024-01-06 18:26:00,Trễ
ATT00922,EMP0036,SCH0127,2024-07-14 12:00:00,2024-07-14 12:00:00,Vắng
ATT00923,EMP0125,SCH0041,2024-09-01 05:59:00,2024-09-01 14:10:00,Đúng giờ
ATT00924,EMP0105,SCH0133,2024-09-18 08:30:00,2024-09-18 17:08:00,Đúng giờ
ATT00925,EMP0022,SCH0424,2024-04-29 18:28:00,2024-04-29 23:28:00,Đúng giờ
ATT00926,EMP0011,SCH0059,2024-06-03 05:57:00,2024-06-03 14:59:00,Đúng giờ
ATT00927,EMP0144,SCH0009,2024-04-24 18:23:00,2024-04-24 23:33:00,Đúng giờ
ATT00928,EMP0097,SCH0163,2024-06-18 05:52:00,2024-06-18 11:59:00,Đúng giờ
ATT00929,EMP0100,SCH0474,2024-03-18 18:31:00,2024-03-18 23:14:00,Đúng giờ
ATT00930,EMP0120,SCH0548,2024-04-09 19:04:00,2024-04-09 23:21:00,Trễ
ATT00931,EMP0022,SCH0185,2024-07-01 12:02:00,2024-07-01 18:12:00,Đúng giờ
ATT00932,EMP0052,SCH0412,2024-12-02 12:30:00,2024-12-02 18:36:00,Đúng giờ
ATT00933,EMP0125,SCH0218,2024-09-20 08:35:00,2024-09-20 16:52:00,Đúng giờ
ATT00934,EMP0072,SCH0466,2024-09-05 13:54:00,2024-09-05 22:15:00,Đúng giờ
ATT00935,EMP0038,SCH0219,2024-03-17 11:51:00,2024-03-17 18:53:00,Đúng giờ
ATT00936,EMP0098,SCH0064,2024-07-02 08:30:00,2024-07-02 08:30:00,Vắng
ATT00937,EMP0093,SCH0441,2024-12-23 12:00:00,2024-12-23 12:00:00,Vắng
ATT00938,EMP0055,SCH0056,2024-12-19 06:20:00,2024-12-19 12:58:00,Đúng giờ
ATT00939,EMP0109,SCH0277,2024-06-22 06:25:00,2024-06-22 13:50:00,Đúng giờ
ATT00940,EMP0037,SCH0071,2024-05-31 18:22:00,2024-05-31 23:04:00,Đúng giờ
ATT00941,EMP0116,SCH0430,2024-08-01 05:58:00,2024-08-01 11:56:00,Đúng giờ
ATT00942,EMP0014,SCH0095,2024-09-16 13:02:00,2024-09-16 18:36:00,Trễ
ATT00943,EMP0077,SCH0169,2024-12-24 06:33:00,2024-12-24 12:15:00,Đúng giờ
ATT00944,EMP0122,SCH0549,2024-08-30 05:55:00,2024-08-30 12:59:00,Đúng giờ
ATT00945,EMP0112,SCH0364,2024-03-03 08:41:00,2024-03-03 17:39:00,Trễ
ATT00946,EMP0003,SCH0575,2024-10-04 19:13:00,2024-10-04 23:27:00,Trễ
ATT00947,EMP0020,SCH0593,2024-10-11 08:00:00,2024-10-11 17:57:00,Đúng giờ
ATT00948,EMP0082,SCH0015,2024-02-02 18:34:00,2024-02-02 23:24:00,Đúng giờ
ATT00949,EMP0128,SCH0325,2024-03-26 12:03:00,2024-03-26 18:01:00,Đúng giờ
ATT00950,EMP0134,SCH0004,2024-01-15 06:00:00,2024-01-15 06:00:00,Vắng
ATT00951,EMP0033,SCH0461,2024-12-22 14:23:00,2024-12-22 21:47:00,Đúng giờ
ATT00952,EMP0056,SCH0193,2024-08-24 06:25:00,2024-08-24 14:53:00,Đúng giờ
ATT00953,EMP0097,SCH0222,2024-12-11 06:26:00,2024-12-11 14:28:00,Đúng giờ
ATT00954,EMP0148,SCH0015,2024-02-02 18:31:00,2024-02-02 23:16:00,Đúng giờ
ATT00955,EMP0078,SCH0315,2024-01-11 05:53:00,2024-01-11 14:59:00,Đúng giờ
ATT00956,EMP0128,SCH0467,2024-04-11 14:31:00,2024-04-11 22:07:00,Đúng giờ
ATT00957,EMP0139,SCH0437,2024-08-09 18:30:00,2024-08-09 22:52:00,Đúng giờ
ATT00958,EMP0046,SCH0470,2024-06-26 08:25:00,2024-06-26 17:50:00,Đúng giờ
ATT00959,EMP0042,SCH0556,2024-04-05 13:59:00,2024-04-05 22:57:00,Đúng giờ
ATT00960,EMP0112,SCH0291,2024-11-13 18:23:00,2024-11-13 23:20:00,Đúng giờ
ATT00961,EMP0027,SCH0092,2024-11-25 12:33:00,2024-11-25 18:21:00,Đúng giờ
ATT00962,EMP0128,SCH0558,2024-07-30 06:34:00,2024-07-30 12:17:00,Đúng giờ
ATT00963,EMP0149,SCH0034,2024-07-28 14:33:00,2024-07-28 21:58:00,Đúng giờ
ATT00964,EMP0058,SCH0466,2024-09-05 13:53:00,2024-09-05 21:57:00,Đúng giờ
ATT00965,EMP0121,SCH0128,2024-04-12 18:04:00,2024-04-12 23:41:00,Đúng giờ
ATT00966,EMP0102,SCH0008,2024-03-08 08:00:00,2024-03-08 08:00:00,Vắng
ATT00967,EMP0058,SCH0520,2024-11-07 05:58:00,2024-11-07 14:04:00,Đúng giờ
ATT00968,EMP0107,SCH0248,2024-10-01 06:33:00,2024-10-01 14:17:00,Đúng giờ
ATT00969,EMP0004,SCH0027,2024-04-24 08:31:00,2024-04-24 17:48:00,Đúng giờ
ATT00970,EMP0082,SCH0344,2024-05-29 14:03:00,2024-05-29 22:00:00,Đúng giờ
ATT00971,EMP0143,SCH0401,2024-08-27 08:02:00,2024-08-27 17:18:00,Đúng giờ
ATT00972,EMP0148,SCH0440,2024-05-14 06:32:00,2024-05-14 12:26:00,Đúng giờ
ATT00973,EMP0104,SCH0326,2024-04-30 08:33:00,2024-04-30 16:59:00,Đúng giờ
ATT00974,EMP0026,SCH0130,2024-12-19 18:02:00,2024-12-19 23:25:00,Đúng giờ
ATT00975,EMP0067,SCH0567,2024-01-03 18:00:00,2024-01-03 22:58:00,Đúng giờ
ATT00976,EMP0024,SCH0096,2024-04-30 06:20:00,2024-04-30 12:55:00,Đúng giờ
ATT00977,EMP0040,SCH0029,2024-08-25 06:22:00,2024-08-25 12:21:00,Đúng giờ
ATT00978,EMP0098,SCH0026,2024-12-01 05:54:00,2024-12-01 12:44:00,Đúng giờ
ATT00979,EMP0092,SCH0192,2024-07-03 12:27:00,2024-07-03 18:34:00,Đúng giờ
ATT00980,EMP0050,SCH0549,2024-08-30 06:51:00,2024-08-30 12:39:00,Trễ
ATT00981,EMP0067,SCH0053,2024-03-04 17:54:00,2024-03-04 23:55:00,Đúng giờ
ATT00982,EMP0006,SCH0594,2024-09-29 06:42:00,2024-09-29 14:44:00,Trễ
ATT00983,EMP0032,SCH0110,2024-04-06 06:28:00,2024-04-06 11:56:00,Đúng giờ
ATT00984,EMP0024,SCH0080,2024-11-28 12:01:00,2024-11-28 17:58:00,Đúng giờ
ATT00985,EMP0101,SCH0104,2024-06-18 14:20:00,2024-06-18 22:41:00,Đúng giờ
ATT00986,EMP0019,SCH0499,2024-08-19 06:00:00,2024-08-19 06:00:00,Vắng
ATT00987,EMP0020,SCH0216,2024-09-06 06:02:00,2024-09-06 14:05:00,Đúng giờ
ATT00988,EMP0116,SCH0165,2024-10-21 12:20:00,2024-10-21 18:26:00,Đúng giờ
ATT00989,EMP0146,SCH0033,2024-03-18 12:00:00,2024-03-18 18:37:00,Đúng giờ
ATT00990,EMP0124,SCH0560,2024-09-25 17:58:00,2024-09-25 22:52:00,Đúng giờ
ATT00991,EMP0050,SCH0031,2024-04-09 13:54:00,2024-04-09 22:28:00,Đúng giờ
ATT00992,EMP0094,SCH0118,2024-05-20 06:36:00,2024-05-20 14:35:00,Trễ
ATT00993,EMP0036,SCH0226,2024-01-29 12:24:00,2024-01-29 18:02:00,Đúng giờ
ATT00994,EMP0071,SCH0494,2024-07-30 11:52:00,2024-07-30 18:07:00,Đúng giờ
ATT00995,EMP0142,SCH0302,2024-04-04 06:35:00,2024-04-04 14:12:00,Đúng giờ
ATT00996,EMP0132,SCH0410,2024-12-25 08:30:00,2024-12-25 08:30:00,Vắng
ATT00997,EMP0065,SCH0178,2024-06-05 12:28:00,2024-06-05 18:10:00,Đúng giờ
ATT00998,EMP0027,SCH0598,2024-10-17 18:42:00,2024-10-17 23:04:00,Trễ
ATT00999,EMP0043,SCH0211,2024-02-22 08:30:00,2024-02-22 08:30:00,Vắng
ATT01000,EMP0125,SCH0444,2024-05-04 07:02:00,2024-05-04 12:53:00,Trễ
ATT01001,EMP0070,SCH0327,2024-04-17 12:32:00,2024-04-17 18:12:00,Đúng giờ
ATT01002,EMP0052,SCH0581,2024-07-19 12:22:00,2024-07-19 18:43:00,Đúng giờ
ATT01003,EMP0043,SCH0035,2024-06-10 08:00:00,2024-06-10 08:00:00,Vắng
ATT01004,EMP0065,SCH0420,2024-04-19 18:01:00,2024-04-19 23:40:00,Đúng giờ
ATT01005,EMP0008,SCH0118,2024-05-20 06:30:00,2024-05-20 14:42:00,Đúng giờ
ATT01006,EMP0048,SCH0367,2024-08-30 06:26:00,2024-08-30 14:57:00,Đúng giờ
ATT01007,EMP0096,SCH0381,2024-03-09 18:00:00,2024-03-09 23:22:00,Đúng giờ
ATT01008,EMP0003,SCH0327,2024-04-17 12:30:00,2024-04-17 17:58:00,Đúng giờ
ATT01009,EMP0120,SCH0582,2024-06-08 18:19:00,2024-06-08 23:20:00,Trễ
ATT01010,EMP0017,SCH0395,2024-03-07 11:56:00,2024-03-07 18:18:00,Đúng giờ
ATT01011,EMP0056,SCH0106,2024-01-02 18:22:00,2024-01-02 23:51:00,Đúng giờ
ATT01012,EMP0108,SCH0446,2024-12-09 06:30:00,2024-12-09 14:27:00,Đúng giờ
ATT01013,EMP0051,SCH0051,2024-01-10 12:36:00,2024-01-10 17:47:00,Trễ
ATT01014,EMP0071,SCH0432,2024-06-05 14:04:00,2024-06-05 22:25:00,Đúng giờ
ATT01015,EMP0084,SCH0393,2024-11-24 17:50:00,2024-11-24 23:03:00,Đúng giờ
ATT01016,EMP0005,SCH0590,2024-09-02 06:00:00,2024-09-02 06:00:00,Vắng
ATT01017,EMP0119,SCH0292,2024-09-08 12:32:00,2024-09-08 18:17:00,Đúng giờ
ATT01018,EMP0137,SCH0541,2024-08-26 07:50:00,2024-08-26 16:49:00,Đúng giờ
ATT01019,EMP0121,SCH0098,2024-08-16 18:31:00,2024-08-16 23:34:00,Trễ
ATT01020,EMP0071,SCH0325,2024-03-26 12:30:00,2024-03-26 17:50:00,Trễ
ATT01021,EMP0143,SCH0321,2024-02-06 05:51:00,2024-02-06 12:40:00,Đúng giờ
ATT01022,EMP0077,SCH0466,2024-09-05 13:53:00,2024-09-05 22:08:00,Đúng giờ
ATT01023,EMP0027,SCH0030,2024-11-20 13:50:00,2024-11-20 22:23:00,Đúng giờ
ATT01024,EMP0027,SCH0331,2024-12-01 07:21:00,2024-12-01 14:12:00,Trễ
ATT01025,EMP0058,SCH0175,2024-12-12 08:31:00,2024-12-12 17:19:00,Đúng giờ
ATT01026,EMP0002,SCH0054,2024-11-23 17:51:00,2024-11-23 22:52:00,Đúng giờ
ATT01027,EMP0013,SCH0312,2024-04-20 18:30:00,2024-04-20 23:29:00,Đúng giờ
ATT01028,EMP0098,SCH0277,2024-06-22 06:24:00,2024-06-22 14:22:00,Đúng giờ
ATT01029,EMP0118,SCH0123,2024-12-10 11:54:00,2024-12-10 18:52:00,Đúng giờ
ATT01030,EMP0106,SCH0458,2024-11-14 07:57:00,2024-11-14 17:21:00,Đúng giờ
ATT01031,EMP0123,SCH0502,2024-05-29 06:30:00,2024-05-29 06:30:00,Vắng
ATT01032,EMP0083,SCH0495,2024-02-03 12:28:00,2024-02-03 18:33:00,Đúng giờ
ATT01033,EMP0022,SCH0362,2024-07-19 06:27:00,2024-07-19 12:27:00,Đúng giờ
ATT01034,EMP0053,SCH0080,2024-11-28 12:05:00,2024-11-28 17:48:00,Đúng giờ
ATT01035,EMP0055,SCH0014,2024-06-01 08:04:00,2024-06-01 17:39:00,Đúng giờ
ATT01036,EMP0049,SCH0500,2024-09-22 14:26:00,2024-09-22 22:22:00,Đúng giờ
ATT01037,EMP0136,SCH0527,2024-02-14 06:53:00,2024-02-14 12:34:00,Trễ
ATT01038,EMP0117,SCH0158,2024-09-20 06:11:00,2024-09-20 11:53:00,Trễ
ATT01039,EMP0057,SCH0373,2024-07-21 12:04:00,2024-07-21 18:24:00,Đúng giờ
ATT01040,EMP0132,SCH0208,2024-07-08 12:17:00,2024-07-08 17:49:00,Trễ
ATT01041,EMP0072,SCH0434,2024-09-14 07:59:00,2024-09-14 17:21:00,Đúng giờ
ATT01042,EMP0027,SCH0151,2024-11-12 14:23:00,2024-11-12 21:52:00,Đúng giờ
ATT01043,EMP0062,SCH0017,2024-03-17 14:16:00,2024-03-17 22:02:00,Trễ
ATT01044,EMP0008,SCH0488,2024-11-01 12:04:00,2024-11-01 18:07:00,Đúng giờ
ATT01045,EMP0068,SCH0122,2024-04-17 14:30:00,2024-04-17 14:30:00,Vắng
ATT01046,EMP0022,SCH0363,2024-04-08 18:24:00,2024-04-08 23:10:00,Đúng giờ
ATT01047,EMP0129,SCH0442,2024-10-13 12:21:00,2024-10-13 18:43:00,Đúng giờ
ATT01048,EMP0070,SCH0379,2024-10-12 08:32:00,2024-10-12 17:42:00,Đúng giờ
ATT01049,EMP0050,SCH0302,2024-04-04 06:25:00,2024-04-04 14:23:00,Đúng giờ
ATT01050,EMP0071,SCH0543,2024-06-19 18:03:00,2024-06-19 22:51:00,Đúng giờ
ATT01051,EMP0013,SCH0255,2024-04-19 14:30:00,2024-04-19 14:30:00,Vắng
ATT01052,EMP0057,SCH0118,2024-05-20 06:21:00,2024-05-20 14:51:00,Đúng giờ
ATT01053,EMP0069,SCH0245,2024-07-11 07:53:00,2024-07-11 17:32:00,Đúng giờ
ATT01054,EMP0058,SCH0415,2024-11-07 11:53:00,2024-11-07 18:29:00,Đúng giờ
ATT01055,EMP0069,SCH0508,2024-01-13 12:26:00,2024-01-13 18:07:00,Đúng giờ
ATT01056,EMP0074,SCH0295,2024-09-14 18:23:00,2024-09-14 22:56:00,Đúng giờ
ATT01057,EMP0129,SCH0489,2024-07-02 06:27:00,2024-07-02 11:55:00,Đúng giờ
ATT01058,EMP0081,SCH0072,2024-02-21 12:00:00,2024-02-21 18:44:00,Đúng giờ
ATT01059,EMP0037,SCH0014,2024-06-01 08:03:00,2024-06-01 17:36:00,Đúng giờ
ATT01060,EMP0006,SCH0182,2024-11-26 14:00:00,2024-11-26 14:00:00,Vắng
ATT01061,EMP0020,SCH0175,2024-12-12 08:20:00,2024-12-12 17:23:00,Đúng giờ
ATT01062,EMP0091,SCH0486,2024-04-06 06:05:00,2024-04-06 12:00:00,Đúng giờ
ATT01063,EMP0121,SCH0113,2024-08-22 07:50:00,2024-08-22 17:51:00,Đúng giờ
ATT01064,EMP0075,SCH0234,2024-01-09 12:25:00,2024-01-09 17:54:00,Đúng giờ
ATT01065,EMP0025,SCH0103,2024-07-05 06:00:00,2024-07-05 12:43:00,Đúng giờ
ATT01066,EMP0126,SCH0360,2024-08-25 08:00:00,2024-08-25 08:00:00,Vắng
ATT01067,EMP0066,SCH0499,2024-08-19 06:04:00,2024-08-19 13:45:00,Đúng giờ
ATT01068,EMP0091,SCH0309,2024-03-09 08:35:00,2024-03-09 17:22:00,Đúng giờ
ATT01069,EMP0070,SCH0532,2024-05-29 05:50:00,2024-05-29 13:54:00,Đúng giờ
ATT01070,EMP0106,SCH0226,2024-01-29 12:24:00,2024-01-29 18:07:00,Đúng giờ
ATT01071,EMP0128,SCH0032,2024-09-28 18:33:00,2024-09-28 23:08:00,Đúng giờ
ATT01072,EMP0053,SCH0092,2024-11-25 12:32:00,2024-11-25 18:55:00,Đúng giờ
ATT01073,EMP0028,SCH0281,2024-12-24 18:48:00,2024-12-24 23:49:00,Trễ
ATT01074,EMP0116,SCH0540,2024-04-09 06:01:00,2024-04-09 12:06:00,Đúng giờ
ATT01075,EMP0101,SCH0428,2024-01-20 08:30:00,2024-01-20 08:30:00,Vắng
ATT01076,EMP0071,SCH0317,2024-05-25 18:30:00,2024-05-25 23:54:00,Đúng giờ
ATT01077,EMP0032,SCH0444,2024-05-04 07:11:00,2024-05-04 12:37:00,Trễ
ATT01078,EMP0074,SCH0113,2024-08-22 08:00:00,2024-08-22 08:00:00,Vắng
ATT01079,EMP0128,SCH0151,2024-11-12 14:24:00,2024-11-12 22:18:00,Đúng giờ
ATT01080,EMP0075,SCH0572,2024-09-29 18:29:00,2024-09-29 23:16:00,Đúng giờ
ATT01081,EMP0074,SCH0067,2024-01-02 06:05:00,2024-01-02 12:14:00,Trễ
ATT01082,EMP0011,SCH0223,2024-10-29 12:23:00,2024-10-29 17:48:00,Đúng giờ
ATT01083,EMP0126,SCH0314,2024-07-03 18:31:00,2024-07-03 23:57:00,Đúng giờ
ATT01084,EMP0001,SCH0052,2024-04-18 08:01:00,2024-04-18 17:03:00,Đúng giờ
ATT01085,EMP0129,SCH0575,2024-10-04 18:22:00,2024-10-05 00:00:00,Đúng giờ
ATT01086,EMP0070,SCH0147,2024-09-23 06:00:00,2024-09-23 06:00:00,Vắng
ATT01087,EMP0051,SCH0443,2024-11-29 13:52:00,2024-11-29 22:03:00,Đúng giờ
ATT01088,EMP0057,SCH0033,2024-03-18 12:01:00,2024-03-18 18:30:00,Đúng giờ
